"subscription_id","customer_id","plan_name","monthly_fee","status","start_date","discount_percent"
4100,TFI84Y,Business,250,Active,"2023-01-01",0
4101,"31E94r",Roam,80,Active,"2023-01-01",5
4102,"6Et8Dk",Residential,120,Active,"2023-01-01",10
4103,"7JhVwP",Roam,80,Active,"2023-01-01",20
4104,rMiZbP,Residential,120,Active,"2023-01-01",0
4105,HBPfFm,Residential,120,Active,"2023-01-01",5
4106,b8M0s5,Residential,120,Active,"2023-01-01",10
4107,DtWLWN,Residential,120,Active,"2023-01-01",20
4108,akOZv0,Mini,50,Paused,"2023-01-01",0
4109,cvd95e,Residential,120,Active,"2023-01-01",5
4110,Tx9ee6,Residential,120,Active,"2023-01-01",10
4111,U0r0YG,Residential,120,Active,"2023-01-01",20
4112,"5KVDGa",Mini,50,Active,"2023-01-01",0
4113,EhUZpS,Roam,80,Cancelled,"2023-01-01",5
4114,JGyHmt,Residential,120,Cancelled,"2023-01-01",10
4115,pLsTc4,Residential,120,Active,"2023-01-01",20
4116,"4t6r0K",Business,250,Active,"2023-01-01",0
4117,N50PDG,Residential,120,Active,"2023-01-01",5
4118,Bz09nu,Residential,120,Active,"2023-01-01",10
4119,aYZvzQ,Residential,120,Active,"2023-01-01",20
4120,ln4m6u,Business,250,Active,"2023-01-01",0
4121,eWmJNp,Mini,50,Active,"2023-01-01",5
4122,YP36Ug,Residential,120,Cancelled,"2023-01-01",10
4123,dZr2EJ,Residential,120,Active,"2023-01-01",20
4124,qUIjyW,Roam,80,Active,"2023-01-01",0
4125,qtPF4p,Roam,80,Active,"2023-01-01",5
4126,rmbML7,Roam,80,Active,"2023-01-01",10
4127,gMXAdx,Residential,120,Active,"2023-01-01",20
4128,uifTR0,Residential,120,Active,"2023-01-01",0
4129,Qfp8Mv,Residential,120,Active,"2023-01-01",5
4130,WK7ieL,Business,250,Active,"2023-01-01",10
4131,y3uUi9,Roam,80,Active,"2023-01-01",20
4132,cdFJT0,Residential,120,Paused,"2023-01-01",0
4133,ZLVKBP,Residential,120,Active,"2023-01-01",5
4134,yepR1D,Business,250,Active,"2023-01-01",10
4135,JiFcje,Residential,120,Paused,"2023-01-01",20
4136,GQaNQX,Residential,120,Active,"2023-01-01",0
4137,UgxB5N,Residential,120,Active,"2023-01-01",5
4138,W6BFCR,Residential,120,Cancelled,"2023-01-01",10
4139,kjR7D1,Residential,120,Active,"2023-01-01",20
4140,j89tBc,Roam,80,Active,"2023-01-01",0
4141,"0mQ2o7",Residential,120,Active,"2023-01-01",5
4142,P5y78t,Business,250,Active,"2023-01-01",10
4143,zeJqKO,Mini,50,Active,"2023-01-01",20
4144,QYUSE4,Residential,120,Active,"2023-01-01",0
4145,INM1Mj,Residential,120,Active,"2023-01-01",5
4146,pkqqjv,Residential,120,Active,"2023-01-01",10
4147,AbCIas,Residential,120,Active,"2023-01-01",20
4148,"2jGzqH",Residential,120,Active,"2023-01-01",0
4149,Kb5WSx,Residential,120,Active,"2023-01-01",5
4150,O7iEGd,Roam,80,Active,"2023-01-01",10
4151,"63ayiN",Residential,120,Active,"2023-01-01",20
4152,ozVBZf,Residential,120,Active,"2023-01-01",0
4153,aatpEA,Residential,120,Active,"2023-01-01",5
4154,RlJF6B,Residential,120,Active,"2023-01-01",10
4155,"0tABs1",Residential,120,Active,"2023-01-01",20
4156,vYqlN7,Residential,120,Cancelled,"2023-01-01",0
4157,ek98uY,Residential,120,Paused,"2023-01-01",5
4158,bptHJK,Residential,120,Cancelled,"2023-01-01",10
4159,dI3Nvk,Mini,50,Active,"2023-01-01",20
4160,oIY7eO,Business,250,Paused,"2023-01-01",0
4161,avOa3G,Business,250,Cancelled,"2023-01-01",5
4162,"0WWHa7",Roam,80,Active,"2023-01-01",10
4163,qGeHyu,Residential,120,Active,"2023-01-01",20
4164,Q9QHpI,Residential,120,Active,"2023-01-01",0
4165,U1SS8R,Roam,80,Cancelled,"2023-01-01",5
4166,wpgAZt,Residential,120,Active,"2023-01-01",10
4167,Wi1zxc,Residential,120,Paused,"2023-01-01",20
4168,czpaOx,Business,250,Active,"2023-01-01",0
4169,PxqHAF,Residential,120,Paused,"2023-01-01",5
4170,"1dwDez",Residential,120,Active,"2023-01-01",10
4171,KiESgE,Residential,120,Active,"2023-01-01",20
4172,WVfhUQ,Residential,120,Active,"2023-01-01",0
4173,gYP7Xk,Business,250,Active,"2023-01-01",5
4174,R5exUi,Business,250,Active,"2023-01-01",10
4175,mfBMKb,Residential,120,Active,"2023-01-01",20
4176,"8TvS9m",Residential,120,Paused,"2023-01-01",0
4177,rmHac8,Residential,120,Active,"2023-01-01",5
4178,t1yu1s,Business,250,Active,"2023-01-01",10
4179,KwZqbJ,Residential,120,Active,"2023-01-01",20
4180,uzf5R1,Business,250,Active,"2023-01-01",0
4181,BpXGyU,Mini,50,Active,"2023-01-01",5
4182,n9gp6f,Residential,120,Active,"2023-01-01",10
4183,CY4RBw,Residential,120,Active,"2023-01-01",20
4184,uuS3oz,Residential,120,Active,"2023-01-01",0
4185,uEhefm,Roam,80,Active,"2023-01-01",5
4186,Lv9C5j,Residential,120,Active,"2023-01-01",10
4187,"2rwzDI",Residential,120,Active,"2023-01-01",20
4188,"6Q4EmT",Residential,120,Active,"2023-01-01",0
4189,LdS8XZ,Residential,120,Active,"2023-01-01",5
4190,"21rWz5",Residential,120,Active,"2023-01-01",10
4191,BNb2YL,Roam,80,Paused,"2023-01-01",20
4192,"83874g",Residential,120,Active,"2023-01-01",0
4193,RbJlGG,Residential,120,Active,"2023-01-01",5
4194,"8TwgYR",Residential,120,Cancelled,"2023-01-01",10
4195,wBGADX,Residential,120,Cancelled,"2023-01-01",20
4196,idpLxk,Roam,80,Active,"2023-01-01",0
4197,zSqexF,Residential,120,Paused,"2023-01-01",5
4198,VpMabQ,Residential,120,Active,"2023-01-01",10
4199,VA5OnR,Mini,50,Active,"2023-01-01",20
4200,"6Z59DV",Roam,80,Active,"2023-01-01",0
4201,lGCyiZ,Roam,80,Active,"2023-01-01",5
4202,YcCiEc,Residential,120,Active,"2023-01-01",10
4203,WtNmhf,Roam,80,Active,"2023-01-01",20
4204,NnMzB5,Residential,120,Cancelled,"2023-01-01",0
4205,k4W5wr,Residential,120,Active,"2023-01-01",5
4206,TdH5Dy,Business,250,Active,"2023-01-01",10
4207,YpFPmL,Residential,120,Active,"2023-01-01",20
4208,bVEPRI,Residential,120,Active,"2023-01-01",0
4209,qODsf7,Residential,120,Active,"2023-01-01",5
4210,FEQz0E,Residential,120,Paused,"2023-01-01",10
4211,gWRIZx,Residential,120,Active,"2023-01-01",20
4212,FD1hGY,Residential,120,Active,"2023-01-01",0
4213,U5ri3q,Roam,80,Active,"2023-01-01",5
4214,HySpCC,Residential,120,Active,"2023-01-01",10
4215,P2X2iw,Business,250,Paused,"2023-01-01",20
4216,zSzSix,Mini,50,Active,"2023-01-01",0
4217,vDNvCy,Residential,120,Active,"2023-01-01",5
4218,IW6Wa4,Mini,50,Active,"2023-01-01",10
4219,CoZUmy,Residential,120,Active,"2023-01-01",20
4220,iiIEOm,Residential,120,Active,"2023-01-01",0
4221,t16GSz,Residential,120,Paused,"2023-01-01",5
4222,Z4szi6,Roam,80,Active,"2023-01-01",10
4223,HudDjv,Residential,120,Active,"2023-01-01",20
4224,"3JgzqQ",Residential,120,Active,"2023-01-01",0
4225,DpvCMi,Residential,120,Active,"2023-01-01",5
4226,PckrWM,Residential,120,Active,"2023-01-01",10
4227,EYAIZ5,Residential,120,Cancelled,"2023-01-01",20
4228,NdNbep,Residential,120,Active,"2023-01-01",0
4229,Pf8eGF,Residential,120,Active,"2023-01-01",5
4230,Xe4R2I,Residential,120,Paused,"2023-01-01",10
4231,ElQkyX,Residential,120,Active,"2023-01-01",20
4232,g77GaA,Residential,120,Active,"2023-01-01",0
4233,gn1w0W,Roam,80,Paused,"2023-01-01",5
4234,vzK4rp,Residential,120,Active,"2023-01-01",10
4235,nEoBKH,Business,250,Active,"2023-01-01",20
4236,smdifc,Residential,120,Active,"2023-01-01",0
4237,napbLZ,Business,250,Paused,"2023-01-01",5
4238,r9pO0X,Roam,80,Active,"2023-01-01",10
4239,BXQLvS,Residential,120,Cancelled,"2023-01-01",20
4240,"5rN6wE",Residential,120,Active,"2023-01-01",0
4241,eQFLJm,Mini,50,Active,"2023-01-01",5
4242,DXEzos,Residential,120,Active,"2023-01-01",10
4243,WcsplG,Residential,120,Cancelled,"2023-01-01",20
4244,"6nsgWW",Roam,80,Active,"2023-01-01",0
4245,Pz3RVH,Residential,120,Paused,"2023-01-01",5
4246,BOcjiq,Residential,120,Active,"2023-01-01",10
4247,D6ju8L,Residential,120,Paused,"2023-01-01",20
4248,garOKO,Mini,50,Active,"2023-01-01",0
4249,slnfN5,Roam,80,Active,"2023-01-01",5
4250,iqkxSi,Roam,80,Active,"2023-01-01",10
4251,mIsMCK,Roam,80,Paused,"2023-01-01",20
4252,lgFH5o,Residential,120,Active,"2023-01-01",0
4253,atWZoB,Residential,120,Active,"2023-01-01",5
4254,rfHhTv,Residential,120,Active,"2023-01-01",10
4255,UvfOVS,Roam,80,Active,"2023-01-01",20
4256,MZmJgG,Residential,120,Active,"2023-01-01",0
4257,"0sZbMu",Residential,120,Active,"2023-01-01",5
4258,RIkcoc,Residential,120,Active,"2023-01-01",10
4259,EgAvcP,Roam,80,Active,"2023-01-01",20
4260,JDnThc,Residential,120,Active,"2023-01-01",0
4261,Xn4Fmt,Residential,120,Active,"2023-01-01",5
4262,LAlFIB,Residential,120,Active,"2023-01-01",10
4263,rUhOdV,Residential,120,Active,"2023-01-01",20
4264,gsrCbm,Residential,120,Active,"2023-01-01",0
4265,qljnR2,Roam,80,Active,"2023-01-01",5
4266,qVqXAh,Residential,120,Active,"2023-01-01",10
4267,ecgAfO,Roam,80,Paused,"2023-01-01",20
4268,"8KReSu",Roam,80,Active,"2023-01-01",0
4269,cP6wnC,Residential,120,Active,"2023-01-01",5
4270,"2uFWTG",Roam,80,Active,"2023-01-01",10
4271,mM99Ur,Residential,120,Cancelled,"2023-01-01",20
4272,fKY2lF,Residential,120,Active,"2023-01-01",0
4273,qWCA79,Mini,50,Active,"2023-01-01",5
4274,J5hkAx,Residential,120,Paused,"2023-01-01",10
4275,TTMyHT,Residential,120,Active,"2023-01-01",20
4276,NqWe8y,Residential,120,Active,"2023-01-01",0
4277,Yyw1ik,Residential,120,Active,"2023-01-01",5
4278,NrMOQz,Residential,120,Active,"2023-01-01",10
4279,W6srR0,Residential,120,Active,"2023-01-01",20
4280,mFdAKk,Mini,50,Active,"2023-01-01",0
4281,P9yDUb,Residential,120,Active,"2023-01-01",5
4282,UWrPL4,Roam,80,Active,"2023-01-01",10
4283,wCT4Iq,Residential,120,Active,"2023-01-01",20
4284,BdPg56,Roam,80,Active,"2023-01-01",0
4285,"9MOx9V",Residential,120,Active,"2023-01-01",5
4286,kHDwzE,Residential,120,Active,"2023-01-01",10
4287,rQkzZJ,Residential,120,Active,"2023-01-01",20
4288,bxlMYB,Residential,120,Cancelled,"2023-01-01",0
4289,T4sbEm,Residential,120,Paused,"2023-01-01",5
4290,la7FE3,Roam,80,Paused,"2023-01-01",10
4291,jQzW52,Roam,80,Active,"2023-01-01",20
4292,kXWzm7,Residential,120,Active,"2023-01-01",0
4293,n8PaS6,Residential,120,Cancelled,"2023-01-01",5
4294,YqdSJe,Roam,80,Cancelled,"2023-01-01",10
4295,bttGFk,Residential,120,Paused,"2023-01-01",20
4296,"4JF6EB",Residential,120,Paused,"2023-01-01",0
4297,qmYYoe,Residential,120,Active,"2023-01-01",5
4298,yY6J8G,Residential,120,Active,"2023-01-01",10
4299,Vsy4Nx,Residential,120,Active,"2023-01-01",20
4300,oIlIrH,Business,250,Cancelled,"2023-01-01",0
4301,Ov8V46,Residential,120,Active,"2023-01-01",5
4302,ZssTKu,Mini,50,Active,"2023-01-01",10
4303,"5Adnec",Roam,80,Active,"2023-01-01",20
4304,c9LVI0,Residential,120,Paused,"2023-01-01",0
4305,zV26q7,Residential,120,Active,"2023-01-01",5
4306,EmJVDl,Residential,120,Active,"2023-01-01",10
4307,"71S87X",Business,250,Active,"2023-01-01",20
4308,dgH8mM,Residential,120,Active,"2023-01-01",0
4309,Y41Eg0,Business,250,Active,"2023-01-01",5
4310,eubKzH,Mini,50,Active,"2023-01-01",10
4311,OD4cRi,Residential,120,Active,"2023-01-01",20
4312,"7GXkHY",Residential,120,Active,"2023-01-01",0
4313,"7dWeDl",Mini,50,Paused,"2023-01-01",5
4314,QZjxkc,Residential,120,Paused,"2023-01-01",10
4315,WE4JTu,Roam,80,Active,"2023-01-01",20
4316,"0Hrc9y",Roam,80,Cancelled,"2023-01-01",0
4317,sTnXrW,Residential,120,Cancelled,"2023-01-01",5
4318,dMUJ4v,Residential,120,Active,"2023-01-01",10
4319,Fsi2uT,Business,250,Paused,"2023-01-01",20
4320,y4y8pf,Mini,50,Active,"2023-01-01",0
4321,yplrQy,Residential,120,Active,"2023-01-01",5
4322,gFtYdh,Residential,120,Active,"2023-01-01",10
4323,QnIoLl,Business,250,Active,"2023-01-01",20
4324,"3a5JlZ",Residential,120,Paused,"2023-01-01",0
4325,"8r3A4X",Roam,80,Active,"2023-01-01",5
4326,HnhnfW,Roam,80,Active,"2023-01-01",10
4327,RAAiB3,Mini,50,Paused,"2023-01-01",20
4328,rjtbbU,Roam,80,Paused,"2023-01-01",0
4329,qa2H6A,Residential,120,Active,"2023-01-01",5
4330,ySa69q,Mini,50,Active,"2023-01-01",10
4331,Y3YfmG,Residential,120,Active,"2023-01-01",20
4332,Kbs9M9,Residential,120,Active,"2023-01-01",0
4333,gMnwbK,Business,250,Active,"2023-01-01",5
4334,OjhYpN,Roam,80,Active,"2023-01-01",10
4335,U8ouAi,Roam,80,Cancelled,"2023-01-01",20
4336,ElhKAl,Roam,80,Paused,"2023-01-01",0
4337,KyVAdH,Mini,50,Paused,"2023-01-01",5
4338,Zkkzgu,Residential,120,Active,"2023-01-01",10
4339,hPic9U,Roam,80,Active,"2023-01-01",20
4340,i1bqDV,Residential,120,Cancelled,"2023-01-01",0
4341,WJpM2i,Residential,120,Active,"2023-01-01",5
4342,BokcJ9,Mini,50,Active,"2023-01-01",10
4343,GYv2yI,Mini,50,Active,"2023-01-01",20
4344,iuntOS,Residential,120,Paused,"2023-01-01",0
4345,LfxUa1,Residential,120,Active,"2023-01-01",5
4346,QuEECG,Mini,50,Paused,"2023-01-01",10
4347,qsshlL,Residential,120,Active,"2023-01-01",20
4348,QT9GkM,Mini,50,Active,"2023-01-01",0
4349,AbJaZb,Mini,50,Active,"2023-01-01",5
4350,"33id8W",Mini,50,Active,"2023-01-01",10
4351,yT7PlP,Residential,120,Active,"2023-01-01",20
4352,cOhsTC,Roam,80,Cancelled,"2023-01-01",0
4353,AFtFnP,Residential,120,Paused,"2023-01-01",5
4354,i5w5m4,Residential,120,Active,"2023-01-01",10
4355,FI9tnk,Roam,80,Paused,"2023-01-01",20
4356,fR3Zuq,Residential,120,Active,"2023-01-01",0
4357,uecpif,Residential,120,Active,"2023-01-01",5
4358,zd7g3p,Roam,80,Cancelled,"2023-01-01",10
4359,mQc6Hn,Roam,80,Cancelled,"2023-01-01",20
4360,tjXFbc,Residential,120,Active,"2023-01-01",0
4361,XPPYmd,Mini,50,Active,"2023-01-01",5
4362,MygkRg,Business,250,Active,"2023-01-01",10
4363,wt1Ilg,Residential,120,Active,"2023-01-01",20
4364,"4zq87c",Residential,120,Active,"2023-01-01",0
4365,VJJ8Pu,Roam,80,Active,"2023-01-01",5
4366,B4MM7Q,Residential,120,Active,"2023-01-01",10
4367,G3V43e,Residential,120,Active,"2023-01-01",20
4368,oaxzIy,Residential,120,Active,"2023-01-01",0
4369,Oa9NL9,Roam,80,Active,"2023-01-01",5
4370,"2BBd2o",Residential,120,Active,"2023-01-01",10
4371,Mo8FYM,Residential,120,Active,"2023-01-01",20
4372,KBI2Z3,Residential,120,Active,"2023-01-01",0
4373,N8vQ1o,Residential,120,Active,"2023-01-01",5
4374,H1YuTJ,Residential,120,Cancelled,"2023-01-01",10
4375,lxqRvX,Residential,120,Active,"2023-01-01",20
4376,seSjWH,Residential,120,Cancelled,"2023-01-01",0
4377,wXJoRo,Roam,80,Active,"2023-01-01",5
4378,e5Dv3q,Roam,80,Active,"2023-01-01",10
4379,xh9hcm,Roam,80,Active,"2023-01-01",20
4380,nEJvwH,Residential,120,Active,"2023-01-01",0
4381,sBZJ76,Mini,50,Active,"2023-01-01",5
4382,AYa8x1,Residential,120,Active,"2023-01-01",10
4383,xM3kFg,Roam,80,Active,"2023-01-01",20
4384,oNNeL3,Residential,120,Active,"2023-01-01",0
4385,hfqCZW,Residential,120,Active,"2023-01-01",5
4386,VbKQhZ,Residential,120,Active,"2023-01-01",10
4387,juxZEO,Residential,120,Active,"2023-01-01",20
4388,z27ybj,Business,250,Active,"2023-01-01",0
4389,ISK0IP,Roam,80,Paused,"2023-01-01",5
4390,yEEtt3,Business,250,Cancelled,"2023-01-01",10
4391,YPUfue,Residential,120,Active,"2023-01-01",20
4392,SLXlMJ,Residential,120,Paused,"2023-01-01",0
4393,T6jBPV,Residential,120,Active,"2023-01-01",5
4394,JNiSt3,Business,250,Active,"2023-01-01",10
4395,"4qBYRq",Roam,80,Active,"2023-01-01",20
4396,Bg3E1j,Residential,120,Cancelled,"2023-01-01",0
4397,YScvSN,Roam,80,Active,"2023-01-01",5
4398,BfeZSr,Residential,120,Cancelled,"2023-01-01",10
4399,sKCPMq,Roam,80,Active,"2023-01-01",20
4400,yTuCcP,Roam,80,Active,"2023-01-01",0
4401,BxyLYF,Mini,50,Active,"2023-01-01",5
4402,XgTqSd,Residential,120,Active,"2023-01-01",10
4403,BTF8aq,Residential,120,Active,"2023-01-01",20
4404,d8F9TW,Mini,50,Active,"2023-01-01",0
4405,xBFK6g,Business,250,Cancelled,"2023-01-01",5
4406,qjO2tp,Business,250,Cancelled,"2023-01-01",10
4407,HzSNRx,Mini,50,Cancelled,"2023-01-01",20
4408,kXkSE4,Roam,80,Active,"2023-01-01",0
4409,fLerNH,Residential,120,Cancelled,"2023-01-01",5
4410,RG9vHn,Roam,80,Active,"2023-01-01",10
4411,QW9XnR,Residential,120,Active,"2023-01-01",20
4412,GveqXq,Residential,120,Active,"2023-01-01",0
4413,mh8kVd,Residential,120,Active,"2023-01-01",5
4414,"6nffz2",Roam,80,Active,"2023-01-01",10
4415,"6RJkpN",Roam,80,Active,"2023-01-01",20
4416,MIkV34,Roam,80,Cancelled,"2023-01-01",0
4417,"1whoVM",Residential,120,Active,"2023-01-01",5
4418,THwIze,Residential,120,Active,"2023-01-01",10
4419,bcaSg7,Residential,120,Active,"2023-01-01",20
4420,ySoH0v,Residential,120,Active,"2023-01-01",0
4421,utFGl6,Residential,120,Active,"2023-01-01",5
4422,Llp7QT,Residential,120,Active,"2023-01-01",10
4423,j4nArP,Residential,120,Active,"2023-01-01",20
4424,HLzaK0,Residential,120,Active,"2023-01-01",0
4425,"0Yg7NZ",Residential,120,Active,"2023-01-01",5
4426,"41uqgO",Roam,80,Paused,"2023-01-01",10
4427,r4Eh0C,Mini,50,Paused,"2023-01-01",20
4428,KVjrnw,Residential,120,Active,"2023-01-01",0
4429,h30Gsc,Residential,120,Active,"2023-01-01",5
4430,Nhfi0Z,Residential,120,Active,"2023-01-01",10
4431,obRA06,Residential,120,Cancelled,"2023-01-01",20
4432,HhrV5u,Mini,50,Active,"2023-01-01",0
4433,VfkGHG,Roam,80,Active,"2023-01-01",5
4434,dcvSqX,Residential,120,Active,"2023-01-01",10
4435,mRtv5X,Roam,80,Active,"2023-01-01",20
4436,l73eWl,Roam,80,Active,"2023-01-01",0
4437,nn0y7p,Business,250,Active,"2023-01-01",5
4438,BPf6V9,Residential,120,Active,"2023-01-01",10
4439,FlC8Nh,Roam,80,Paused,"2023-01-01",20
4440,YyeNdj,Residential,120,Active,"2023-01-01",0
4441,"4rZvsf",Residential,120,Paused,"2023-01-01",5
4442,egWYK1,Roam,80,Active,"2023-01-01",10
4443,MxXs8Y,Mini,50,Active,"2023-01-01",20
4444,bzEiNi,Residential,120,Active,"2023-01-01",0
4445,gZdlxA,Residential,120,Active,"2023-01-01",5
4446,"6xYCgu",Residential,120,Active,"2023-01-01",10
4447,"0XB2ow",Roam,80,Active,"2023-01-01",20
4448,uKoneN,Mini,50,Active,"2023-01-01",0
4449,LxAAJj,Business,250,Active,"2023-01-01",5
4450,V9uSmY,Residential,120,Active,"2023-01-01",10
4451,E0e9aF,Residential,120,Active,"2023-01-01",20
4452,hfAtnE,Residential,120,Cancelled,"2023-01-01",0
4453,KKil3J,Business,250,Active,"2023-01-01",5
4454,Leh6NA,Business,250,Paused,"2023-01-01",10
4455,koCH36,Residential,120,Active,"2023-01-01",20
4456,vQ0oBR,Residential,120,Active,"2023-01-01",0
4457,s4otel,Residential,120,Active,"2023-01-01",5
4458,rqdz3v,Business,250,Active,"2023-01-01",10
4459,lWep6A,Residential,120,Active,"2023-01-01",20
4460,KMyGPt,Residential,120,Active,"2023-01-01",0
4461,QGQ4kB,Residential,120,Active,"2023-01-01",5
4462,"9ukWyp",Business,250,Active,"2023-01-01",10
4463,cLyg4V,Residential,120,Active,"2023-01-01",20
4464,"2fTB9X",Residential,120,Cancelled,"2023-01-01",0
4465,vWvw1A,Residential,120,Active,"2023-01-01",5
4466,P3BE5h,Business,250,Active,"2023-01-01",10
4467,SJ6TSE,Roam,80,Cancelled,"2023-01-01",20
4468,"2j1d4L",Residential,120,Active,"2023-01-01",0
4469,xeAIsi,Residential,120,Active,"2023-01-01",5
4470,jtuEU9,Residential,120,Active,"2023-01-01",10
4471,papwYv,Residential,120,Active,"2023-01-01",20
4472,OI10kw,Residential,120,Active,"2023-01-01",0
4473,Vc8h8J,Mini,50,Paused,"2023-01-01",5
4474,NAmw1R,Residential,120,Active,"2023-01-01",10
4475,"6DA8SH",Residential,120,Active,"2023-01-01",20
4476,"7fyYBN",Business,250,Active,"2023-01-01",0
4477,gVFsRo,Residential,120,Active,"2023-01-01",5
4478,c02g2r,Business,250,Active,"2023-01-01",10
4479,IfbJqn,Residential,120,Cancelled,"2023-01-01",20
4480,y0j4I7,Roam,80,Active,"2023-01-01",0
4481,Rk771c,Residential,120,Active,"2023-01-01",5
4482,"6pgoU9",Roam,80,Active,"2023-01-01",10
4483,osa5sO,Residential,120,Active,"2023-01-01",20
4484,bIgixw,Mini,50,Active,"2023-01-01",0
4485,VMTONO,Residential,120,Active,"2023-01-01",5
4486,"0gGPtG",Mini,50,Active,"2023-01-01",10
4487,"9Kb98c",Residential,120,Active,"2023-01-01",20
4488,kQtboU,Residential,120,Cancelled,"2023-01-01",0
4489,XXgsxy,Residential,120,Active,"2023-01-01",5
4490,GVIQFS,Residential,120,Paused,"2023-01-01",10
4491,HhraHs,Roam,80,Cancelled,"2023-01-01",20
4492,a3DIbT,Residential,120,Active,"2023-01-01",0
4493,pM8Z15,Roam,80,Active,"2023-01-01",5
4494,BLil0f,Residential,120,Active,"2023-01-01",10
4495,"8eor1a",Residential,120,Active,"2023-01-01",20
4496,sjiisz,Residential,120,Active,"2023-01-01",0
4497,CXUkU4,Residential,120,Active,"2023-01-01",5
4498,tSWENk,Residential,120,Active,"2023-01-01",10
4499,WC0v7x,Residential,120,Active,"2023-01-01",20
4500,LBDtAl,Residential,120,Active,"2023-01-01",0
4501,Wwco1h,Residential,120,Paused,"2023-01-01",5
4502,Vvkh4K,Mini,50,Active,"2023-01-01",10
4503,nDE3i5,Residential,120,Active,"2023-01-01",20
4504,"8yowIN",Residential,120,Active,"2023-01-01",0
4505,PuJ26i,Residential,120,Active,"2023-01-01",5
4506,Y6PiSC,Residential,120,Paused,"2023-01-01",10
4507,HIDJGo,Residential,120,Active,"2023-01-01",20
4508,"8PsESV",Residential,120,Cancelled,"2023-01-01",0
4509,B7GR4D,Business,250,Active,"2023-01-01",5
4510,"1XfLSJ",Residential,120,Cancelled,"2023-01-01",10
4511,AnqZuJ,Residential,120,Active,"2023-01-01",20
4512,"4j1B0v",Residential,120,Paused,"2023-01-01",0
4513,EWhTh7,Roam,80,Active,"2023-01-01",5
4514,kr9CWX,Residential,120,Cancelled,"2023-01-01",10
4515,z2T0iN,Residential,120,Active,"2023-01-01",20
4516,C2WMGA,Residential,120,Cancelled,"2023-01-01",0
4517,BaPVH1,Roam,80,Active,"2023-01-01",5
4518,xlR3Nw,Roam,80,Active,"2023-01-01",10
4519,cgXFdh,Residential,120,Active,"2023-01-01",20
4520,U0QBEA,Residential,120,Active,"2023-01-01",0
4521,Qh2ttO,Residential,120,Active,"2023-01-01",5
4522,VsQwHt,Residential,120,Active,"2023-01-01",10
4523,kvj0tx,Mini,50,Active,"2023-01-01",20
4524,eiAnl0,Business,250,Paused,"2023-01-01",0
4525,Uz0l23,Residential,120,Cancelled,"2023-01-01",5
4526,ZFfPli,Business,250,Active,"2023-01-01",10
4527,b0PRYw,Residential,120,Active,"2023-01-01",20
4528,YkWVdB,Residential,120,Active,"2023-01-01",0
4529,xnQvbk,Residential,120,Active,"2023-01-01",5
4530,eurTZB,Residential,120,Active,"2023-01-01",10
4531,N5P8aI,Roam,80,Active,"2023-01-01",20
4532,"807qI3",Residential,120,Active,"2023-01-01",0
4533,"3znAOS",Residential,120,Active,"2023-01-01",5
4534,kEINHw,Business,250,Active,"2023-01-01",10
4535,X2082m,Residential,120,Active,"2023-01-01",20
4536,"8FtOGy",Residential,120,Active,"2023-01-01",0
4537,uDSD8c,Roam,80,Active,"2023-01-01",5
4538,"1xcmlA",Residential,120,Cancelled,"2023-01-01",10
4539,WJ7JXZ,Residential,120,Active,"2023-01-01",20
4540,x9IC5D,Business,250,Active,"2023-01-01",0
4541,WlsCDb,Residential,120,Active,"2023-01-01",5
4542,"92wbXi",Residential,120,Active,"2023-01-01",10
4543,HzlwUM,Mini,50,Active,"2023-01-01",20
4544,"4wNGMP",Residential,120,Active,"2023-01-01",0
4545,DX7X3I,Residential,120,Active,"2023-01-01",5
4546,C9Ast0,Residential,120,Active,"2023-01-01",10
4547,vQCbEF,Roam,80,Active,"2023-01-01",20
4548,J3Fqqj,Residential,120,Active,"2023-01-01",0
4549,Wxud7q,Roam,80,Active,"2023-01-01",5
4550,gi8wVZ,Roam,80,Cancelled,"2023-01-01",10
4551,qgXKVu,Roam,80,Active,"2023-01-01",20
4552,z5lgF5,Residential,120,Active,"2023-01-01",0
4553,YkPHhw,Residential,120,Active,"2023-01-01",5
4554,ZoY30W,Residential,120,Active,"2023-01-01",10
4555,G5xLKX,Residential,120,Cancelled,"2023-01-01",20
4556,KGyqEA,Mini,50,Active,"2023-01-01",0
4557,T1OUBR,Residential,120,Cancelled,"2023-01-01",5
4558,"1Ycd9n",Residential,120,Active,"2023-01-01",10
4559,vGMED9,Roam,80,Active,"2023-01-01",20
4560,Iwgpqz,Residential,120,Active,"2023-01-01",0
4561,R3Wzms,Business,250,Active,"2023-01-01",5
4562,JZOGRp,Residential,120,Active,"2023-01-01",10
4563,xsP2SH,Roam,80,Active,"2023-01-01",20
4564,Qu9KJg,Business,250,Active,"2023-01-01",0
4565,NroSjR,Business,250,Active,"2023-01-01",5
4566,oV4YQr,Mini,50,Active,"2023-01-01",10
4567,Wh4Ofu,Residential,120,Active,"2023-01-01",20
4568,Y2nT7T,Residential,120,Active,"2023-01-01",0
4569,XJUk13,Residential,120,Paused,"2023-01-01",5
4570,m6Ltol,Roam,80,Active,"2023-01-01",10
4571,tfeT6k,Residential,120,Active,"2023-01-01",20
4572,Jgz0dg,Roam,80,Active,"2023-01-01",0
4573,B6kOjP,Residential,120,Active,"2023-01-01",5
4574,"3Bh4Zu",Residential,120,Paused,"2023-01-01",10
